conversation_id_str,created_at,full_text,lang,username,relevance_label,sentiment_auto,sentiment_manual
1.46E+18,2/11/2021 10:10, @achmadhud muka mak bapak sekali tiada ke. aku nak tengok takut tersilap jadi mertua naya aku dengan perempuan dekat malaysia ni. dah la satu family je yang ade adab pergi mintak maaf dekat parents mangsa.,in,desgfaa_,relevan,neutral,negative
1.46E+18,2/11/2021 10:45,@achmadhud aku harap muka-muka ni kena tibai dengan banduan-banduan dalam sel tu. setakat 18 tahun je penjara tak laa setimpal dengan apa yang mereka dah buat. nyawa dibalas nyawa,in,ashipipo,relevan,neutral,negative
1.46E+18,2/11/2021 10:51,@achmadhud wah semua muka2 pecah rumah ye..silap la korang tak amik hukum gantung xtau ke nnti kene kecam ngn netizen?? hidup merana lah korang nntisila meninggalye aku selaku nitizen akan make sure korang akan diganngu macam neraka.,in,thefragile9,relevan,positive,negative
1.46E+18,2/11/2021 10:56,@achmadhud budak sekarang je raging sampai mati2. dulu raging lbh kepada mdidik. sekarang lbh kepada nak tnjk langsi. aku pn ddk asrama gak dulu,in,Rizal7984,relevan,positive,negative
1.46E+18,2/11/2021 11:45,@achmadhud buat kerja buli sampai menyebabkan kematian. kalau pelaku tak rasa bersalah tak tau nak kata apa.satu hari nanti kalau anak mereka diperlakukan begitu terima aje lah balasan dari allah.,in,isbn1963,relevan,neutral,negative
1.46E+18,2/11/2021 11:48,4 years after 21-year-old zulfarhan osman's death his alleged assailants have received their sentencing. https://t.co/9szbpuaj7h,en,The_FullFrontal,relevan,negative,neutral
1.46E+18,2/11/2021 12:47,@achmadhud babi betul lepastu mak bapak tak minta maaf pun dekat keluarga mangsa? patut la anak pun macam tu perangai.,in,ysmnezahari,relevan,neutral,negative
1.46E+18,2/11/2021 12:57,@achmadhud yang nama akmal ni memang kaki buli sejak sekolah menengah dekat star ipoh. juniors dia suka dia kena tangkap sebab padan muka. dia orang teruk kena dulu dengan akmal ni.,in,RumpedTrogon,relevan,neutral,negative
1.46E+18,2/11/2021 13:49,@achmadhud syukurlah masih di beri peluang hidup tetapi tu la mereka akan menyesal seumur hidup..mereka hilang kehidupan selama 18thn sia2 selama 18thn..cb mereka tk buat hal bukan ke dalam 18thn ada kerjaya ada keluarga dan anak2..sesal kemudian tk guna..moga di permudahkan semuanya buat mereka,in,kiranaSufi1,relevan,neutral,positive
1.46E+18,2/11/2021 14:17,@achmadhud aku doa kalau keputusan mahkamah ada unsur bawah meja (sebab kebanyakan parents suspek bukan orang biasa2) moga allah tarik ketenangan tarik keberkatan dalam hidup suspek keluarganya dan keturunannya..termasuklah hakim ( kalau makan suap)maaf lh komen aku kesat sikit ,in,syamsul_nazri,relevan,negative,negative
1.46E+18,2/11/2021 15:25,3. zulfarhan's mother hawa osman said she became paranoid of allowing her other children to pursue their studies far from home as she is still traumatised by what happened to her eldest son. saya juga trauma untuk membenarkan anak-anak lain untuk memasuki badan beruniform. ,en,NewsBFM,relevan,negative,neutral
1.46E+18,2/11/2021 15:40,@achmadhud @nazmenderz salah satu sebab aku memang nekad nak jadi lawyer oneday nanti. dapat rasa macam mana sakitnya arwah tahan diseksa dngn binatang binatang ni. dapat rasa sedihnya keluarga arwah. menitis air mata kadang kadang bila pikir keadaan mereka. mehla doakan aku berjaya jadi lawyer:),in,NurAqeelah11,relevan,negative,negative
1.46E+18,2/11/2021 16:58, @501awani terkena iron sipi2 pun menggelupur sakit. Macam mana dia tahan allahu sian,in,omoomeyyyy,relevan,negative,negative
1.46E+18,2/11/2021 22:49,@501awani hai laa anak kenapa laa sanggup mencoteng arang ke muka ibu bapa kamu yang bersusah payah membesarkan kamu sudah hilang ke kewarasan kamu keats sedara kamu seislam dan seakidah semoga peristiwa ini menjadi iktibar buat kite semua..bertobatlaa kamu keats tuhan kamu...,in,faizaliza7778,relevan,positive,negative
1.46E+18,2/11/2021 22:49,@501awani dah tau cedera macam tu kau bagi 18 tahun je kenapa? kurang2.. kau tambah lagi la dengan sebatan. adoii kalau da cedera macam tu pun kau cakap tak ada niat membunuh abis tu die hentam arwah untuk apa bergurau senda ke? ,in,xiraazira,relevan,negative,negative
1.46E+18,2/11/2021 22:58,@501awani mana pegi para warden bertugas mengawasi pelajar di asrama?,in,harubiruboi,relevan,neutral,negative
1.46E+18,2/11/2021 23:15,@501awani hukum dunia tetap di jalankan...akhirat allah menentukan....jangan bagi peluang bagi kezaliman...hukuman berat biar jadi sebagai peringatan pada semua makluk2 allah,in,TambiMeera,relevan,neutral,negative
1.46E+18,2/11/2021 23:54,@501awani kerana sebuah laptop..harapnya keadilan boleh meredakan trauma keluarga mangsa..,in,Pitz_Jr,relevan,negative,negative
1.46E+18,3/11/2021 0:02,@501awani lepasni siapa2 malas kerja boleh kapak anak orang tengah jalan. lepastu claim tiada niat. 18 tahun makan free+gym+kelas fardhu ain. selesai all masalah- cat steven,in,admiralalade3n,relevan,neutral,negative
1.46E+18,3/11/2021 0:11,@501awani bukan niat membunuh???..,in,apizglaxo88,relevan,neutral,negative
1.46E+18,3/11/2021 0:14,@buletintv3 patut hukumannya lebih berat .. orang macam mereka ni kene sedar perbuatan pembuli ni xpatut hidup!,in,dilahdora,relevan,neutral,negative
1.46E+18,3/11/2021 0:21,@501awani hakim peguam yang handle kes ni memang bodoh ke? ke dah kena bayar dengan mak bapak penjenayah? ambik kau kena makin dengan jutaan rakyat malaysia,in,Fhxx96,relevan,neutral,negative
1.46E+18,3/11/2021 0:29,@501awani terkedu dengar 90kesan luka lecur dekat arwah dekat alat sulit pun kena allahuakbar... harap ayah dan ibu arwah mengemukakan rayuan untuk hukuman lebih berat setimpal apa yang pelaku2 tu buat pada arwah moga dapat keadilan yang lebih baik untuk arwah dan ibu bapa arwah...aamminn...,in,Azmezan1,relevan,neutral,negative
1.46E+18,3/11/2021 0:34,@hishammuddinh2o @markasatm @mindefmalaysia alfatihah dibaca dengan tajwid.... https://t.co/cc65fo4c75,in,MuhdSuk11794604,relevan,neutral,neutral
1.46E+18,3/11/2021 0:42,@501awani siapa kah doktor klinik swasta yang tidak bertanggung jawab itu?,in,rahmatrashid,relevan,neutral,neutral
1.46E+18,3/11/2021 0:42,@buletintv3 kes bunuh zulfarhan hanya 18tahun ini melibatkan nyawa. bagaimana perasaan keluarga arwah adakah ianya setimpal dapatkan mengembalikan zulfarhan. apa yang menyebabkan keputusan mahkamah sedemikian,in,TMarzuqy,relevan,neutral,negative
1.46E+18,3/11/2021 0:42,@501awani al-fatihah.. moga pelaku yh membuli arwah mendapat balasan yang setimpal dri allah swt..,in,LHannanu,relevan,neutral,negative
1.46E+18,3/11/2021 0:45,18 ndum students found guilty of culpable homicide abetment &amp; assault of marine cadet zulfarhan osman https://t.co/ekg5cxtkzw #malaysiagazette #mgnews #justice4zulfarhan #saynotobully,en,MalaysiaGazette,relevan,negative,neutral
1.46E+18,3/11/2021 0:56,@501awani semoga arwah tenang dan ditempatkan dikalangan org2 beriman..al fatihah,in,mumyakim,relevan,positive,positive
1.46E+18,3/11/2021 1:07, @501awani budak-budak asrama ni tak payah berlagak senior laaa nak buli junior..dekat luar kau masih budak-budak lagi laaa,in,aPaialvEs19,relevan,neutral,negative
1.46E+18,3/11/2021 1:07,@hishammuddinh2o @markasatm @mindefmalaysia mereka tidak layak menjadi pegawai tentera. seharusnya hukuman 302 perlu diketengahkan kerana niat membunuh. gugurkan jurulatih mereka juga. tiada peluang pekerjaan perlu diberikan kepada mereka kerana takut berulang di tempat lain.,in,adzlanjazlan,relevan,neutral,negative
1.46E+18,3/11/2021 1:08,@501awani hukuman penjara je.. kenapa tak diadakan hukuman sebat untuk si malaun-malaun ni biar rasa sakit sikit ni rileks je dalam penjara tak merasa sakit apa-apa setan2 ni semua..,in,nuraindiyanah,relevan,negative,negative
1.46E+18,3/11/2021 1:10, @501awani tak ada niat kepala banalaaa meh try dekat badan si pelaku nak tengok apa dia rasa.. ehhh babi sangat yang handle kes ni.. buyers nak mmpos!!,in,miaothman1,relevan,negative,negative
1.46E+18,3/11/2021 1:32,@501awani siapa yang curi laptop tu yang sebenarnya? laptop tu memang betul hilang je? tak jumpa sampai ke sudah ke? laptop tu wujud ke tak? serius2. tolong,in,onceadarn,relevan,neutral,neutral
1.46E+18,3/11/2021 1:47,@501awani ada 90 tekapan..tapi yang tertuduh mengaku tekap sekali je... wth.. kalau 6 orang yang buat.. at least tiap seorang tekap 15 kali kot ,in,kudoshinichiiii,relevan,neutral,negative
1.46E+18,3/11/2021 2:12,@501awani kejam betul kalian semua,in,mohdalnahudjuri,relevan,neutral,negative
1.46E+18,3/11/2021 2:25,@501awani @fakhrul_zaman moga arwah tenang di sana dan tuntut segalaaaaaa nya di sana ! https://t.co/miyewgtys7,in,SaifulMikail,relevan,neutral,positive
1.46E+18,3/11/2021 2:25,@501awani kalau dah 90 kali...tak kan buat tanpa niat...,in,Mangocacaca,relevan,neutral,negative
1.46E+18,3/11/2021 2:36, @hishammuddinh2o @markasatm @mindefmalaysia mana pegawai² tertinggi tentera dalam upnm? ingat pangkat dah cukup tinggi boleh lepas tangan ke? tubuh la suruhanjaya siasatan .kenapa lepas 10 hari tiada pihak atasan yang tahu tentang arwah di siksa?,in,en7_mi,relevan,neutral,negative
1.46E+18,3/11/2021 2:49,@501awani melecur 90% tapi tiada niat membunuh? okt semua tu bodoh sangat ke? bengap sangat ke mereka???,in,melahlahhh,relevan,neutral,negative
1.46E+18,3/11/2021 2:51, @501awani manusia perangai lagi teruk dari binatang!!,in,fiedagirl81,relevan,neutral,negative
1.46E+18,3/11/2021 3:06,@hishammuddinh2o @markasatm @mindefmalaysia setuju pendapat yb.,in,zuhairy7402,relevan,neutral,neutral
1.46E+18,3/11/2021 3:06, @501awani tolongla warden-warden yang jaga pembunuh-pembunuh ni bagi ajar sikit dalam cell. bagi seterika sikit dekat muka ke setiap hari simbah air panas ke,in,ArianaHana12,relevan,negative,negative
1.46E+18,3/11/2021 3:17,@501awani dan diwaktu yang sama jangan terlepas pandang kisah sedih arwah adib... hingga kini keadilan yang dicari masih belum diketemui lagi... dan semestinya mak lampir menunaikan janji2 palsunya.... https://t.co/p2wkgfqndv,in,brothetman,relevan,negative,negative
1.46E+18,3/11/2021 3:26,@hishammuddinh2o @markasatm @mindefmalaysia dan diwaktu yang sama jangan terlepas pandang kisah sedih yang menimpa arwah adib... sehingga kini keadilan yang dicari2 masih belum diketemui... dan semestinya mak lampir menunaikan janji2 palsunya.... #editanrakyatperhatin https://t.co/hke1uca9sr,in,brothetman,relevan,negative,negative
1.46E+18,3/11/2021 3:31,@501awani overkill dan cuma 18tahun aku nak tau hakim buat keputusan berdasarkan alasan apa? sebab suspek2 ada inisiatif rawat mangsa selepas bertindak kejam?,in,nazirulideham,relevan,neutral,negative
1.46E+18,3/11/2021 3:31,@501awani 1st kes yang bukan bawah pengaruh alkohol dikira kes bunuh tanpa niat.,in,mus__twt,relevan,neutral,negative
1.46E+18,3/11/2021 3:32, @hishammuddinh2o @markasatm @mindefmalaysia 18 tahun dan denda tak cukup hukuman tu ds.. mohon diberikan hukuman yang lebih setimpal dengan perbuatan membunuh mrka,in,miaothman1,relevan,neutral,negative
1.46E+18,3/11/2021 3:58,@hishammuddinh2o @mindefmalaysia @markasatm tentera.bunuh dn di bunuh..bunuh musuh bukan kawan sendiri.,in,RichardMalek11,relevan,neutral,negative
1.46E+18,3/11/2021 4:04,@501awani hukuman tu patut tambahh.. tekap dengan seterika pulak.. aishhh.. gerammm betull la,in,NSMZ93,relevan,negative,negative
1.46E+18,3/11/2021 4:50,@501awani tiada niat bunuh?,in,DNick8002,relevan,neutral,negative
1.46E+18,3/11/2021 5:05,@hishammuddinh2o @markasatm @mindefmalaysia sedih and kesian. kepada arwah serta keluarga. kepada pelaku harapan masa depan sudah hancur bagi diri &amp; keluarga kerana kebodohan &amp; ego. apakah masyarakat dan keluarga malaysia kini insaf &amp; mengambil ikhtibar sepenuhnya dari insiden ini? bukan 1 kali 90 kali seterika panas !!!,in,arhaj1,relevan,positive,negative
1.46E+18,3/11/2021 5:40,@501awani masalahnya kalau tekup sekali 2 tu boleh la nak kata mencederakan je. ini tekup sampai 90! geram betul lah takkan lah tak terfikir consequences dia. takkan la lepas kau iron orang takkan orang tu sihat walafiat pemikiran cap ayam betul la mangkuk2 semua tu.,in,Zulyanaayahya,relevan,neutral,negative
1.46E+18,3/11/2021 5:43,@501awani for a fcking laptop that a fcking bomoh allegedly fcking said zulfarhan stole but that fcking bomoh got away..he fcking started all of that,en,baganmariiii,relevan,neutral,negative
1.46E+18,3/11/2021 5:47, @501awani kifarah ttp ada...wait and see..untuk hakim pun di doakan jugak mendapat balasan setimpal di atas ketidakadilan dalam kes ni...allah swt tak pernah tidur,in,Norisma1906,relevan,neutral,negative
1.46E+18,3/11/2021 5:58, @501awani kesemua budak-budak ni binatang ke manusia mana pergi otak nama je student universiti memalukan.duduklah kau dilokap 18 tahun.padankan muka.elok diganyangkan lagi tak pun tekap balik 90 tak iron tu pada badan masing-masing.,in,zieabdullah69,relevan,negative,negative
1.46E+18,3/11/2021 6:36,@achmadhud aku nak pesan kalau nak masuk penjara pastikan jenayah besar dan berbaloi macam : bunuh vip rompak bank besar kalau setakat kesalahan lain macam sebab perempuan kau pukul sampai mati orang kena tuduh tak baloi sebab dalam itu ada rantaian makanan kalau duduk bawah naya.,in,Sauffie84,relevan,negative,negative
1.46E+18,3/11/2021 6:38,@501awani tahlah. betul lah orang ckp hakim/peguam ni selangkah ke neraka. salah bela tanggung lah dekat akhirat. al fatihah untuk arwah.,in,munirahissah_,relevan,neutral,negative
1.46E+18,3/11/2021 6:46,selangor journal | upnm maf told to not let incident that befell zulfarhan osman to happen again https://t.co/7rtjyigayq https://t.co/chkriditz7,en,Media_Selangor,relevan,neutral,neutral
1.46E+18,3/11/2021 6:47,@501awani semoga arwah dicucuri rahmat :'),in,fakruddinkdo,relevan,positive,positive
1.46E+18,3/11/2021 6:50,upnm atm told to not let incident that befell zulfarhan osman to happen again https://t.co/bduciotok3 #upnm #atm #zulfarhan,en,TMReserve,relevan,neutral,neutral
1.46E+18,3/11/2021 6:59,@501awani harap budak-budak tu dalam penjara jatuh sabun atas lantai hari-hari..,in,adzuwanab,relevan,neutral,negative
1.46E+18,3/11/2021 7:03,@hishammuddinh2o @markasatm @mindefmalaysia @hishammuddinh2o apa tindakan pada warden dan pihak pengurusan upnm dato sri?,in,BRosmainy,relevan,neutral,neutral
1.46E+18,3/11/2021 7:07,after verdict in naval cadet zulfarhan osman's case hisham warns upnm and armed forces never to let such a 'heinous act' recur https://t.co/gn0jwb1rgy https://t.co/bqn5d5cljg,en,ZyiteGadgets,relevan,positive,neutral
1.46E+18,3/11/2021 7:11,after verdict in naval cadet zulfarhan osman's case hisham warns upnm and armed forces never to let such a 'heinous act' recur https://t.co/tfh6ejxixt https://t.co/tfh6ejxixt,en,staronline,relevan,positive,neutral
1.46E+18,3/11/2021 7:31,@501awani walaupun terlepas atas dunia tapi ingat hidup kau aman ke bahagia ke siksa arwah dengan seterika . suatu hari nanti bila penjenayah ni semua ada anak kalau ada yang dibuli mesti kai kena balik.,in,thepurpleroomz,relevan,negative,negative
1.46E+18,3/11/2021 7:45,  @achmadhud ingat gais muka² penjenayah yang patut di banned dari dunia luar..sekali sekala ikut lah cara korea selatan sana tu ada jugak kebaikannya,in,jimmydareyou,relevan,neutral,negative
1.46E+18,3/11/2021 7:49,ag's chambers to appeal against court ruling in zulfarhan osman case https://t.co/figdta5ieo https://t.co/q3oaoypvst,en,ZyiteGadgets,relevan,neutral,neutral
1.46E+18,3/11/2021 7:51,ag's chambers to appeal against court ruling in zulfarhan osman case https://t.co/cykdai4ump https://t.co/cykdai4ump,en,staronline,relevan,neutral,neutral
1.46E+18,3/11/2021 8:01, @hishammuddinh2o @markasatm @mindefmalaysia hanya allah sahaja yang tahu sebab apa di buli sedemikian rupa..mencuri komputer riba hanya alasan ataupun rekaan untuk menyelamatkan pembunuh..,in,3629Khir,relevan,neutral,negative
1.46E+18,3/11/2021 8:09, @501awani aku pernah terkena hujung seterika masa form 1 di asrama tetap bergelembung air dan sakit tau!! ya allah..moga arwah tenang disana.,in,AmalinaAziz16,relevan,negative,negative
1.46E+18,3/11/2021 8:25,the attorney general s chambers will appeal against the court s ruling to convict 6 upnm students of culpable homicide in the case of zulfarhan osman. yes we will file an appeal said ag idrus harun when asked whether the agc will appeal to restore section 302 against them. https://t.co/ieiy2hmire,en,NewsBFM,relevan,positive,neutral
1.46E+18,3/11/2021 8:33, @501awani tiada kata-kata saya nak titipkan untuk ibu bapa arwah melainkan doa dari saya untuk mereka moga sentiasa yakin bahawa allah maha adil.. kuatkan semangat.. allah sentiasa bersama ibu bapa arwah.. allah itu maha penyayang,in,ParisAr42442891,relevan,negative,positive
1.46E+18,3/11/2021 8:50,@501awani @peluang_kerjamy menyirap babi aku ingat balik muka pembunuh tu,in,danialuqmnn,relevan,neutral,negative
1.46E+18,3/11/2021 9:00, @501awani banyak sangat nak jadi hakim dulu suruh belajar pandai-pandai taknak ‍️,in,4jim__,relevan,neutral,negative
1.46E+18,3/11/2021 9:17,kes arwah zulfarhan osman tu memang very heartbreaking. i cannot forget the footage showing those murderers smiling and walking with a swag konon depan reporters. sakit hati betul. kalau i family member of arwah and saw that video dang revenge will be sweet.,en,HanaVenus,relevan,negative,negative
1.46E+18,3/11/2021 10:06,@hishammuddinh2o @markasatm @mindefmalaysia setakat gantung tugas je tu bukan penyelesaian jangka panjang..solusinya apa?? kes buli dera pelatih masih berterusan,in,CkelAtos,relevan,neutral,negative
1.46E+18,3/11/2021 10:53,@501awani i'm sorry but can we do the same to the murderers? lekap balik 90 kali seterika panas dekat badan masing-masing lepas tu cakap je dekat mak bapak dorang maaf ni bukan niat membunuh. tak sengaja! ‍️ haaaa macam tu! kita buat dekat dia balik tengok apa dia rasa ‍️ https://t.co/nua8a9etfq,in,halydiahhalem,relevan,negative,negative
1.46E+18,3/11/2021 11:02,@achmadhud selamat laa budak-budak sial ni menjalani kehidupan dalam penjara (sabun jatuh jangan kutiplobos la sekoq2)...kluar nanti tak tau laa nak kejer apa...ada ke majikan nak ambil pekerja bekas banduan yang dihukum membunuh tanpa niat....pengalaman kerja pun tak ada...pelajaran setakat tkt 5 je,in,ezudean,relevan,neutral,negative
1.46E+18,3/11/2021 11:12,@501awani elakkan budaya buli di sekolah dan di asrama. kejadian seperti ini yang menyebabkan kematian pernah belaku ditempat lain seperti di sekolah berasrama. pihak pengurusan sekolah atau kolej perlu ambil berat tentang perkara supaya tidak berulang .,in,ZainudinHashim8,relevan,neutral,neutral
1.46E+18,3/11/2021 11:27,for causing the death of marine cadet officer zulfarhan osman zulkarnain in 2017. although the prosecution proved that zulfarhan was harmed by the six accused it failed to prove their intentions to murder. [2],en,lawreviewUM,relevan,negative,neutral
1.46E+18,3/11/2021 11:28,@hishammuddinh2o @asrulmm @markasatm @mindefmalaysia khabar angin mengatakan antara 6 orang pesalah utama salah seorang bapanya adalah pegawai tinggi tentera dan masih lagi dalam perkhidmatan.,in,SirDin4,relevan,neutral,neutral
1.46E+18,3/11/2021 11:28, @501awani tak ada niat tu if sekali tekap mungkin boleh lah percaya..ni sampai 90..apa barai and bodo lah siapa percaya tak ada niat tu,in,ainsallehhhh,relevan,neutral,negative
1.46E+18,3/11/2021 11:34,@501awani @sharaadkuttan i cannot imagine how he suffered before dies i also cannot imagine how a bunch of youngster can become so cruel to their fellow student. #upnm,en,terrabits,relevan,negative,negative
1.46E+18,3/11/2021 12:42,@501awani bomohnya mana ? bomoh bodoh tu lah punca sial babi bwk jin setan mana ckp anak orang mencuri,in,_baeluna,relevan,neutral,negative
1.46E+18,3/11/2021 13:05,@hishammuddinh2o @markasatm @mindefmalaysia ds apa tindakan terhadap warden dan jurulatih yang tidak mengambil tindakan awal untuk menyelamatkan mangsa? kecuaian juga adalah jenayah!!!,in,faizalriduan,relevan,neutral,negative
1.46E+18,3/11/2021 14:30,the attorney general s chambers will appeal against the high court ruling to convict six students of upnm of culpable homicide not amounting to murder in the case of zulfarhan osman zulkarnain. https://t.co/x1ihz46ye5,en,staronline,relevan,positive,neutral
1.46E+18,3/11/2021 14:30,@501awani abg petai cuma tak berapa faham kenapa jurulatih/instructor/warden seorang pun tak perasan langsung..memang cekap bebudak ni 'buat kerja' sampai jurulatih pun tak perasan...upnm kot. semoga roh arwah ditempatkan bersama para syuhada....aaminn ya rabb.,in,KLHostile,relevan,positive,negative
1.46E+18,3/11/2021 14:41,@501awani hukuman 18 tahun tak berbaloi...,in,yrmallork,relevan,neutral,negative
1.46E+18,3/11/2021 14:42,@501awani agaknya 100 kali tekapan kot baru ada niat membunuh,in,a7ahari,relevan,neutral,negative
1.46E+18,3/11/2021 19:40,@hishammuddinh2o @markasatm @mindefmalaysia captain &amp; warden pada masa tu tolong pecat dah senarai hitam kan nama mereka daripada kerja di bawah pertahanan negara atau kerja kerajaan.,in,sundalela23,relevan,neutral,negative
1.46E+18,3/11/2021 22:56,@hishammuddinh2o @markasatm @mindefmalaysia sembang la kau cuba tekap dekat badan ada rasa niat ke tanpa niat,in,MLajifYaya,relevan,neutral,negative
1.46E+18,4/11/2021 1:13,@achmadhud gerammm je,lt,Ziziyan8,relevan,neutral,negative
1.46E+18,4/11/2021 1:38,@achmadhud ragging memang banyak cara tapi takdelah sampai bantai lecur badan dengan seterika.,in,faizalyahya,relevan,negative,negative
1.46E+18,4/11/2021 1:54, @achmadhud biasalah undang-undang malaysia. so kalau nak bunuh orang pasni jangan terus tikam kang ke tali gantung. dera and seksa je perlahan lahan sampai orang tu meninggal nanti terlepas la hukuman gantung sebab membunuh tanpa niat ‍,in,dust_tralala,relevan,neutral,negative
1.46E+18,4/11/2021 2:27, @501awani hakim peguam kawan-kawan mereka family mereka. i would like to see what treatment they got in the afterlife.,en,AminGibson96,relevan,positive,negative
1.46E+18,4/11/2021 2:27, @buletintv3 bukan setakat mak ayah arwah je mak ayah kesemua suspect mesti kecewa and sedih bila anak dia dia jadi macam ni habis rosak nama keluarga,in,amirqx73,relevan,negative,negative
1.46E+18,4/11/2021 3:44,@501awani suppose hukuman mati dikenakan atau penjara seumur hidup. these people tak akan belajar. ingat arwah tu baju yang nak diseterika ke..mak pak budak-budak tu pun kena hukum sekali. jangan terima rayuan mereka,in,PasurieG,relevan,negative,negative
1.46E+18,4/11/2021 3:53,@501awani zalim,tr,RofiebinAmak,relevan,neutral,negative
1.46E+18,4/11/2021 7:06,@501awani ya allah. i am so very sorry for the family of the deceased. this is really a mess! so there was no intention to kill but he died someone has to pay for that. seriously what a sorry state of affairs!,en,rmerican,relevan,negative,negative
1.46E+18,4/11/2021 7:11,@501awani sapa yang kahwin dengan pembunuh-pembunuh arwah zulfarhan ni memang sah2 akal dia dekat buku lali.,in,licrazyrichasia,relevan,neutral,negative
1.46E+18,4/11/2021 8:47,@hishammuddinh2o @markasatm @mindefmalaysia alhamdulillah. moga tenang bonda dan bapa. juga arwah tenang disana . bila keadaan dpandang serius...rakyat pun lebih tenang,in,ChePutih7,relevan,positive,positive
1.46E+18,4/11/2021 8:48, @501awani kalau 30 tahun boleh terima jugak kalau tak gantung mati...ni cuma 18 tahun.. kes dari 2017 sudah 4 tahun berlalu lagi tinggal 14 tahun... kes ni patut jadi pengajaran mengenai buli kepada masyarakat dan hukuman berat perlu dikenakan... tapi yang jatuhkan hukum macam mabuk ketum...,in,HafizFerdaus,relevan,positive,negative
1.46E+18,4/11/2021 10:33, @hishammuddinh2o @markasatm @mindefmalaysia salam yb sila ambik tindakan terhadap warden dan jurulatih juga. dan juga bomoh tersebut.,in,nrafneori,relevan,neutral,negative
1.46E+18,4/11/2021 13:39,@achmadhud bila aku tengok mereka senyum bangga sebab terlepas dari 302 aku rasa nak injak2 muka mereka dengan kaki meja. memang keturunan babi tak tahu menyesal.,in,mus__twt,relevan,neutral,negative
1.46E+18,4/11/2021 14:41,@hishammuddinh2o @nurshirashahira @markasatm @mindefmalaysia pecat dan ambil tindakan ke atas semua yang terlibat. ini jenayah berat!!! tiada kompromi!,in,MAISARAHOTHMAN_,relevan,neutral,negative
1.46E+18,5/11/2021 2:26,@501awani buat la hukuman yang sama buat tekapan seterika dekat semua pembuat tu hukuman tu tak membunuh pun..,in,cakaplepas88,relevan,negative,negative
1.46E+18,5/11/2021 4:26,sedih dengar cerita that navy cadet zulfarhan osman zulkarnain.. #rip #alfatihah. although justice was served sedih dengar that article dalam @staronline stating that he could have been saved by his educator (dalam upnm minah tu ranking captain). sadly she has shit for brains.,en,FaidAriff,relevan,negative,negative
1.46E+18,5/11/2021 23:58,@hishammuddinh2o @markasatm @mindefmalaysia well yb @hishammuddinh2o my son too was in the same situation at one time in upnm. beaten up for no reason and accused for stealing hp and laptop. load more tht is happening there let me know if yb really wants to know more,en,sreesteven,relevan,negative,negative
1.46E+18,7/11/2021 16:55,#nstopinion on tuesday #kualalumpur #highcourt judge datuk azman abdullah handed down an 18-year jail sentence to six #university #students convicted of committing culpable #homicide in the death of cadet officer zulfarhan osman zulkarnain. https://t.co/gmgfwutsw1,en,NST_Online,relevan,negative,neutral
1.46E+18,8/11/2021 1:10,#nstopinion on tuesday #kualalumpur #highcourt judge datuk azman abdullah handed down an 18-year jail sentence to six #university #students convicted of committing culpable #homicide in the death of cadet officer zulfarhan osman zulkarnain. https://t.co/gmgfwubret,en,NST_Online,relevan,negative,neutral
1.46E+18,10/11/2021 6:45,1. the father of cadet officer zulfarhan osman believes his son would still be alive today if it wasn t for the bomoh who accused him of stealing a laptop. zulkarnain idros told fmt the bomoh took a stab in the dark. he had no proof but my son s name popped up . : bernama https://t.co/uzapha5ksh,en,NewsBFM,relevan,negative,neutral
1.46E+18,10/11/2021 6:46,the bomoh accused him of stealing a laptop without evidence father of deceased navy cadet zulfarhan osman reveals that his son was slandered by a bomoh https://t.co/xyojzcwrnu,en,JuiceMy,relevan,negative,neutral
1.46E+18,15/11/2021 23:03,the killing of cadet zulfarhan osman zulkarnain a symptom of something more? https://t.co/zfj617s3su,en,aliranmalaysia,relevan,negative,neutral
1.47E+18,10/12/2021 8:08,case #3: zulfarhan osman zulkarnain everyone knows this case so i dont need to elaborate further. https://t.co/uwu19du9kv,en,maf73,relevan,neutral,neutral
1.46E+18,8/11/2023 12:59,@achmadhud @ajwad_farhan muka macam sial je semua. kalau aku jadi parents mangsa memang aku bunuh sekor2.,in,rockthatbabe,relevan,neutral,negative
1.46E+18,8/11/2023 14:20,@achmadhud they dont deserve life muka muka pembunuh,in,Pluviophiles19,relevan,neutral,negative
1.46E+18,8/11/2023 15:12,@achmadhud tak lupa. marah sangat dulu follow up setiap update. mamat first tu keluar masuk court pun muka masih samseng. saiko. dah bunuh member pun tiada penyesalan langsung. betul-betul saiko.,in,Cakkkk10,relevan,negative,negative
1.46E+18,9/11/2023 0:30,@achmadhud 6 jahanam.. pembuli pembunuh . sekarang zaman allah bayar cash dekat dunia nanti berbalik kepada anak mereka pula kena buli dan mati terbunuh.,in,Beranimati7,relevan,neutral,negative
1.46E+18,9/11/2023 0:44,@achmadhud @sitiawe_ fyi mereka ni budak sbp. cari sendiri yang mana. so yang back up case mckk tu nak tunggu dah besar jadi macam ni ke?,in,soyacincau2022,relevan,positive,negative
1.46E+18,10/11/2023 13:58,@achmadhud kalau tak buat hal semua tunggu tauliah dah. kalau terlepas hukuman mati pun masa depan dah gelap. kalau temuduga kerja majikan mesti tanya apahal ada nombor tentera dan cop penjara kau kena buang tentera ke? . kalau kena buang dekat belakang mykad tak ada tulis (b). nak,in,Sauffie84,relevan,neutral,negative
1.74E+18,6/1/2024 14:50,zulfarhan osman may you find peace.,en,keropokliquor,relevan,positive,positive
